Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type,Soil_Type,Wilderness_Area,Hillshade
9118,3253,241,7,297,11,3227,1566,1,23,3,Noon
9119,3355,274,11,212,33,3836,1940,7,38,3,3pm
9120,3084,139,5,90,-4,1458,3240,1,23,3,9am
9121,3517,110,33,395,124,2341,3516,7,40,1,Noon
9122,3355,87,9,182,33,1921,3312,7,38,1,3pm
9123,3315,122,8,30,-1,1740,3239,7,38,1,9am
9124,2964,217,26,323,148,1381,180,2,13,3,Noon
9125,3306,83,18,192,68,4093,3549,7,33,3,3pm
9126,3135,349,18,134,29,3796,3272,1,24,3,9am
9127,3547,111,35,420,154,2408,3570,7,40,1,Noon
9128,3317,96,9,0,0,1782,3276,7,38,1,3pm
9129,3118,182,8,150,15,990,1762,1,22,1,9am
9130,2843,53,23,234,29,1146,677,2,33,3,Noon
9131,3239,6,10,295,41,3077,1471,1,23,3,9am
9132,3230,315,23,433,143,3350,3320,1,24,3,Noon
9133,3112,136,14,85,14,1714,3189,1,33,3,9am
9134,3075,90,5,30,-2,1425,3182,1,23,3,Noon
9135,3505,109,31,450,108,2372,3569,7,40,1,3pm
9136,3156,152,8,234,-1,1131,2322,1,23,1,9am
9137,3138,145,8,134,5,1050,1982,1,22,1,Noon
9138,3050,297,14,720,9,1252,830,2,23,3,3pm
9139,3335,279,10,134,13,3711,1813,1,32,3,9am
9140,3423,106,18,335,26,2215,3506,7,40,1,Noon
9141,3362,68,8,247,40,2024,3417,7,38,1,3pm
9142,3343,62,9,134,21,1933,3377,7,38,1,9am
9143,2879,41,25,295,66,1084,696,2,33,3,Noon
9144,3031,250,19,553,77,1366,400,2,13,3,3pm
9145,3050,156,12,361,49,1523,638,1,13,3,9am
9146,3371,298,10,313,49,3845,1910,7,38,3,Noon
9147,3435,125,22,175,72,4045,3770,7,33,3,3pm
9148,3368,60,10,285,46,2067,3455,7,38,1,9am
9149,3364,60,9,256,42,2044,3445,7,38,1,Noon
9150,3360,66,11,228,38,2021,3435,7,38,1,3pm
9151,3335,79,11,108,13,1910,3343,7,38,1,9am
9152,3065,153,15,162,-34,815,1465,1,22,1,Noon
9153,3099,330,29,589,58,1296,955,2,33,3,3pm
9154,3246,242,6,150,12,3173,1443,1,23,3,9am
9155,3474,149,20,242,67,4013,3881,7,33,3,Noon
9156,3094,24,9,42,2,1621,3091,1,23,3,3pm
9157,3544,101,35,450,147,2496,3690,7,40,1,9am
9158,3356,62,11,216,34,2018,3445,7,38,1,Noon
9159,3351,63,10,192,29,1996,3417,7,38,1,3pm
9160,3103,151,8,175,0,1040,1676,1,22,1,9am
9161,3066,149,17,127,-32,849,1476,1,22,1,Noon
9162,3267,243,13,30,3,3366,1533,1,32,3,3pm
9163,3359,115,15,108,0,4179,3734,7,33,3,9am
9164,3349,104,20,127,-6,4191,3723,7,33,3,Noon
9165,3265,330,17,566,168,3337,3446,2,40,3,3pm
9166,3442,107,18,283,45,2340,3625,7,38,1,9am
9167,3398,107,14,240,1,2221,3565,7,38,1,Noon
9168,3364,52,11,258,42,2060,3463,7,38,1,3pm
9169,3189,97,17,42,6,1390,2549,1,22,1,9am
9170,3393,312,11,402,71,3848,1889,7,38,3,Noon
9171,3490,163,24,201,83,4018,4023,7,33,3,3pm
9172,3447,152,23,190,40,4079,3919,7,33,3,9am
9173,3297,43,12,481,130,2751,3317,7,32,3,Noon
9174,3404,90,15,212,7,2263,3605,7,38,1,3pm
9175,3332,103,14,190,10,1973,3312,7,38,1,9am
9176,3322,135,12,180,0,1931,3255,7,38,1,Noon
9177,3032,131,5,362,-67,630,1291,1,23,1,3pm
9178,2988,61,6,134,25,180,1130,1,22,1,9am
9179,3153,55,10,424,112,1288,1124,2,32,3,Noon
9180,3132,75,25,365,91,1316,1168,1,32,3,3pm
9181,2978,251,24,492,157,1216,272,2,13,3,9am
9182,3164,190,8,30,2,2567,1092,1,23,3,Noon
9183,3420,140,17,153,57,4137,3904,7,33,3,3pm
9184,3259,325,22,516,159,3526,3488,7,24,3,9am
9185,3312,18,16,513,88,2978,3395,7,32,3,Noon
9186,3308,13,10,459,84,2818,3315,7,32,3,3pm
9187,3233,117,18,283,83,2506,3178,7,39,3,9am
9188,3118,37,5,0,0,1964,3029,1,23,3,Noon
9189,3265,270,9,256,67,2912,1259,1,32,3,3pm
9190,3418,152,16,170,21,4155,3945,7,33,3,9am
9191,3363,132,19,0,0,4217,3866,7,33,3,Noon
9192,3254,339,22,484,149,3621,3513,7,40,3,3pm
9193,3248,102,20,297,87,2573,3171,7,39,3,9am
9194,3100,309,18,446,125,1128,2213,1,32,3,Noon
9195,3478,81,27,283,81,2466,3744,7,39,1,3pm
9196,3438,89,20,212,41,2394,3707,7,38,1,9am
9197,3427,93,18,192,30,2371,3695,7,38,1,Noon
9198,3407,92,11,153,10,2301,3660,7,38,1,3pm
9199,3379,52,9,228,-14,2122,3434,7,38,1,9am
9200,3320,103,15,242,-1,1994,3264,7,38,1,Noon
9201,3091,119,10,180,1,967,1640,1,23,1,3pm
9202,3142,87,16,390,101,1250,1188,1,32,3,9am
9203,2828,66,22,30,14,1020,313,2,32,3,Noon
9204,3429,156,23,90,22,4138,4042,7,33,3,3pm
9205,3253,346,22,417,137,3716,3541,7,40,3,9am
9206,3284,332,17,582,182,3522,3550,7,40,3,Noon
9207,3305,90,14,391,81,2795,3235,7,32,3,3pm
9208,3283,100,10,362,116,2691,3187,7,39,3,9am
9209,3086,35,10,240,13,1440,2962,1,31,3,Noon
9210,3582,95,22,330,80,2630,3851,7,40,1,3pm
9211,3267,283,19,153,38,3303,1423,1,32,3,9am
9212,3454,147,17,134,47,4126,4142,7,33,3,Noon
9213,3405,157,12,134,8,4212,3998,7,33,3,3pm
9214,3259,354,18,384,134,3783,3570,7,40,3,9am
9215,3277,323,17,564,172,3589,3576,7,40,3,Noon
9216,3294,328,13,624,192,3506,3583,7,40,3,3pm
9217,3305,331,12,636,60,3424,3554,7,40,3,9am
9218,3342,313,11,551,107,3234,3438,7,32,3,Noon
9219,3328,40,7,418,104,2993,3302,7,32,3,3pm
9220,3552,84,29,306,50,2598,3851,7,40,1,9am
9221,3468,73,29,228,71,2479,3786,7,39,1,Noon
9222,3386,56,3,134,-10,2228,3503,7,38,1,3pm
9223,3321,70,15,182,-13,2037,3245,7,38,1,9am
9224,3071,98,7,124,-10,859,1510,1,23,1,Noon
9225,3025,283,15,0,0,1570,216,1,23,3,3pm
9226,3383,293,14,382,73,3643,1677,7,38,3,9am
9227,3400,158,11,124,3,4241,4025,7,33,3,Noon
9228,3340,293,12,537,101,3274,3428,7,32,3,3pm
9229,3392,88,6,85,-4,2293,3552,7,38,1,9am
9230,3378,123,13,150,-4,2185,3408,7,38,1,Noon
9231,3350,100,18,175,-26,2121,3322,7,38,1,3pm
9232,3386,293,14,404,85,3628,1657,7,38,3,9am
9233,3395,176,10,90,-1,4260,4065,7,23,3,Noon
9234,3278,3,19,382,132,3861,3630,7,40,3,3pm
9235,3278,358,19,404,142,3833,3630,7,40,3,9am
9236,3316,329,11,579,61,3449,3505,7,40,3,Noon
9237,3325,317,11,552,80,3368,3453,7,40,3,3pm
9238,3126,13,12,268,15,1782,2851,1,31,3,9am
9239,3378,124,11,108,-4,2227,3429,7,38,1,Noon
9240,3373,121,14,120,-5,2206,3400,7,38,1,3pm
9241,3323,55,14,120,-11,2059,3198,7,38,1,9am
9242,2821,297,4,85,1,992,242,1,23,3,Noon
9243,3375,285,12,384,86,3561,1592,7,38,3,3pm
9244,3448,197,13,633,136,4138,2964,7,40,3,9am
9245,3365,122,16,67,14,4337,4027,7,23,3,Noon
9246,3230,98,15,60,-7,4658,3769,1,22,3,3pm
9247,3321,331,13,552,66,3462,3481,7,40,3,9am
9248,3324,328,14,541,69,3435,3463,7,40,3,Noon
9249,3330,330,12,524,85,3381,3429,7,40,3,3pm
9250,3335,108,11,335,111,3036,3223,7,32,3,9am
9251,3303,123,17,277,79,2881,3140,7,39,3,Noon
9252,3409,68,16,60,12,2422,3653,7,38,1,3pm
9253,3009,11,14,201,43,120,904,1,22,1,9am
9254,3316,250,25,323,64,3391,1443,7,32,3,Noon
9255,3300,357,20,467,154,3829,3690,7,40,3,3pm
9256,3306,345,19,600,185,3665,3584,7,40,3,9am
9257,3337,339,13,495,82,3394,3404,7,40,3,Noon
9258,3359,284,8,430,120,3261,3320,7,32,3,3pm
9259,3346,122,10,361,111,3130,3241,7,39,3,9am
9260,3341,126,10,342,106,3103,3226,7,39,3,Noon
9261,3309,139,17,268,85,2948,3140,7,39,3,3pm
9262,3302,138,18,256,78,2922,3126,7,39,3,9am
9263,3182,111,22,85,18,2557,2960,1,33,3,Noon
9264,3533,83,23,234,31,2601,3850,7,40,1,3pm
9265,3476,75,36,180,79,2532,3762,7,39,1,9am
9266,3381,125,8,30,-1,2312,3471,7,38,1,Noon
9267,3042,301,4,134,14,553,1189,1,22,1,3pm
9268,2970,160,13,150,20,1140,633,1,13,3,9am
9269,3117,225,4,42,2,2165,722,2,23,3,Noon
9270,3424,148,17,190,17,4257,4302,7,40,3,3pm
9271,3413,140,17,134,6,4271,4272,7,23,3,9am
9272,3407,143,17,108,0,4279,4257,7,23,3,Noon
9273,3390,126,8,60,-9,4310,4200,7,23,3,3pm
9274,3302,225,4,95,-12,4514,3957,7,23,3,9am
9275,3311,1,20,509,165,3814,3658,7,40,3,Noon
9276,3311,359,19,531,175,3786,3638,7,40,3,3pm
9277,3357,302,9,417,112,3302,3312,7,32,3,9am
9278,3149,22,10,295,29,1952,2768,1,24,3,Noon
9279,3502,79,32,212,105,2574,3784,7,40,1,3pm
9280,3311,65,15,30,-11,2058,3087,7,39,1,9am
9281,3072,62,14,0,0,741,1440,1,30,1,Noon
9282,2993,139,10,108,15,390,939,1,22,1,3pm
9283,3118,331,2,283,59,721,1383,2,32,3,9am
9284,2967,204,6,0,0,1294,361,1,23,3,Noon
9285,3250,275,15,180,21,3206,1279,1,31,3,3pm
9286,3426,193,16,558,114,4227,2932,7,33,3,9am
9287,3428,190,16,541,116,4222,2960,7,33,3,Noon
9288,3417,140,17,335,67,4183,3273,7,33,3,3pm
9289,3395,155,16,228,23,4175,3388,7,33,3,9am
9290,3400,193,11,67,4,4170,3560,7,33,3,Noon
9291,3397,142,11,108,-2,4315,4269,7,23,3,3pm
9292,3328,100,13,60,-14,4485,4039,7,23,3,9am
9293,3321,355,19,573,185,3772,3596,7,40,3,Noon
9294,3323,352,19,594,185,3744,3576,7,40,3,3pm
9295,3326,349,19,558,17,3690,3538,7,40,3,9am
9296,3263,143,19,180,39,2873,3032,1,39,3,Noon
9297,3164,79,1,0,0,2538,2884,1,23,3,3pm
9298,2972,345,12,30,4,324,837,1,22,1,9am
9299,3120,336,9,242,61,702,1419,2,32,3,Noon
9300,2957,196,15,190,25,1040,607,2,13,3,3pm
9301,3133,291,16,108,11,2249,900,1,23,3,9am
9302,3416,193,16,553,124,4261,2894,7,33,3,Noon
9303,3422,192,15,484,110,4243,3007,7,33,3,3pm
9304,3388,159,15,216,16,4205,3379,7,33,3,9am
9305,3405,228,13,30,2,4201,3668,7,35,3,Noon
9306,3396,131,10,150,-3,4337,4310,7,23,3,3pm
9307,3370,133,10,30,4,4412,4187,7,23,3,9am
9308,3332,359,19,573,186,3811,3593,7,40,3,Noon
9309,3007,323,5,124,0,722,1507,1,23,2,3pm
9310,3094,76,12,547,35,630,1110,2,32,3,9am
9311,3407,193,17,531,115,4291,2884,7,33,3,Noon
9312,3417,195,13,443,105,4268,3026,7,33,3,3pm
9313,3384,208,12,95,3,4231,3486,7,33,3,9am
9314,3400,227,13,42,1,4231,3660,7,35,3,Noon
9315,3356,28,8,42,0,4478,4164,7,23,3,3pm
9316,3344,351,19,552,10,3770,3531,7,40,3,9am
9317,3347,352,18,492,13,3690,3472,7,40,3,Noon
9318,3360,346,15,400,77,3503,3342,7,40,3,3pm
9319,3180,103,11,60,-1,2671,2869,1,33,3,9am
9320,3112,350,7,85,8,1101,1895,1,23,1,Noon
9321,3007,152,9,60,-1,384,1019,1,22,1,3pm
9322,3067,61,16,663,8,607,1008,2,32,3,9am
9323,3369,199,14,497,90,3582,1573,1,32,3,Noon
9324,3371,165,16,774,92,4351,2312,7,38,3,3pm
9325,3380,182,14,644,118,4380,2591,7,38,3,9am
9326,3394,197,15,564,114,4342,2761,7,33,3,Noon
9327,3397,191,16,524,105,4326,2846,7,33,3,3pm
9328,3396,228,11,60,0,4261,3653,7,35,3,9am
9329,3371,139,10,30,3,4434,4293,7,23,3,Noon
9330,3355,5,17,376,161,4246,3860,7,40,3,3pm
9331,3348,8,18,457,163,4082,3734,7,40,3,9am
9332,3350,359,17,516,176,3973,3650,7,40,3,Noon
9333,3351,357,16,573,196,3891,3588,7,40,3,3pm
9334,3352,351,18,552,18,3810,3528,7,40,3,9am
9335,3151,6,11,514,46,1756,2651,1,31,3,Noon
9336,3120,326,9,679,105,1438,2195,1,32,3,3pm
9337,3018,122,9,0,0,450,1084,1,22,1,9am
9338,3004,147,10,30,0,361,997,1,23,1,Noon
9339,2980,351,6,0,0,270,834,1,23,1,3pm
9340,2981,297,10,30,4,750,1200,1,23,2,9am
9341,2940,219,12,0,0,1082,547,1,23,3,Noon
9342,3233,202,9,390,75,2592,883,1,32,3,3pm
9343,3367,162,15,732,88,4312,2273,7,38,3,9am
9344,3364,167,13,757,85,4340,2301,7,38,3,Noon
9345,3366,193,13,750,127,4396,2356,7,38,3,3pm
9346,3375,138,20,234,30,4300,3268,7,33,3,9am
9347,3367,358,25,297,167,4369,3903,7,40,3,Noon
9348,3365,7,18,366,167,4286,3865,7,40,3,3pm
9349,3120,321,12,120,18,2036,730,1,23,3,9am
9350,3365,185,14,659,116,4444,2458,7,38,3,Noon
9351,3368,189,12,577,110,4432,2599,7,33,3,3pm
9352,3370,193,13,551,108,4419,2656,7,33,3,9am
9353,3392,155,20,283,70,4340,3144,1,33,3,Noon
9354,3360,176,12,170,15,4327,3318,7,33,3,3pm
9355,3361,190,11,127,11,4324,3376,7,33,3,9am
9356,3374,230,8,0,0,4320,3551,7,35,3,Noon
9357,3371,4,18,457,177,4216,3778,7,40,3,9am
9358,3368,354,18,573,20,3918,3544,7,40,3,Noon
9359,3374,351,18,488,40,3810,3463,7,40,3,9am
9360,3172,90,19,242,-36,1490,2316,1,22,1,Noon
9361,2992,13,3,30,-2,228,853,1,23,1,9am
9362,3101,112,10,480,42,510,1209,2,32,3,Noon
9363,3217,324,6,242,34,2366,815,1,32,3,3pm
9364,3351,172,14,700,72,4291,2251,7,38,3,9am
9365,3374,137,12,42,8,4497,4414,7,40,3,Noon
9366,3355,194,9,67,0,4592,4274,7,23,3,3pm
9367,3360,15,11,0,0,4631,4228,7,23,3,9am
9368,3377,3,19,551,188,4093,3649,7,40,3,Noon
9369,3377,357,18,577,192,4039,3606,7,40,3,3pm
9370,3321,244,16,466,92,3341,1332,2,32,3,9am
9371,3366,231,12,0,0,4380,3508,7,35,3,Noon
9372,3361,314,13,0,0,4650,4267,7,23,3,3pm
9373,3395,343,35,268,157,4569,4011,7,39,3,9am
9374,3387,0,19,591,198,4079,3606,7,40,3,Noon
9375,3111,142,8,180,5,767,1560,1,22,1,3pm
9376,3336,181,15,664,104,4298,2258,7,38,3,9am
9377,3371,98,5,30,2,4548,4481,7,40,3,Noon
9378,3355,323,9,67,0,4649,4329,7,23,3,3pm
9379,3409,356,36,242,124,4775,4090,7,39,3,9am
9380,3411,359,39,256,143,4719,4077,7,39,3,Noon
9381,3397,2,18,618,49,4065,3564,7,40,3,3pm
9382,3402,356,17,404,70,3826,3376,7,40,3,9am
9383,3404,357,17,361,70,3773,3336,7,40,3,Noon
9384,3403,4,15,319,69,3721,3296,7,40,3,3pm
9385,3172,24,10,655,155,1785,2530,1,31,3,9am
9386,3308,60,18,300,14,1786,2701,7,39,1,Noon
9387,3149,119,22,335,-70,1410,2263,1,22,1,3pm
9388,3115,106,7,0,0,1020,1831,1,23,1,9am
9389,3089,187,15,285,30,457,1438,2,23,3,Noon
9390,2924,44,26,256,107,594,674,2,33,3,3pm
9391,3343,175,13,404,64,3978,1939,7,38,3,9am
9392,3336,172,14,525,57,4119,2079,7,38,3,Noon
9393,3337,185,11,67,1,4445,3319,7,33,3,3pm
9394,3376,217,9,162,2,4442,3642,7,35,3,9am
9395,3369,13,5,42,2,4599,4468,7,23,3,Noon
9396,3367,40,8,67,1,4607,4455,7,23,3,3pm
9397,3425,2,30,218,121,4912,4155,7,39,3,9am
9398,3408,357,17,499,60,3972,3458,7,39,3,Noon
9399,3239,120,4,0,0,3164,2881,7,39,3,3pm
9400,3316,106,13,285,67,1798,2724,7,39,1,9am
9401,3069,110,16,192,40,511,1289,1,23,1,Noon
9402,3372,219,10,175,0,4472,3636,7,35,3,3pm
9403,3422,5,20,531,223,4307,3700,7,39,3,9am
9404,3420,5,19,595,223,4226,3632,7,39,3,Noon
9405,3416,0,18,537,68,4039,3479,7,39,3,3pm
9406,3299,117,17,283,57,1731,2659,7,39,1,9am
9407,3290,105,19,295,51,1705,2630,7,39,1,Noon
9408,3069,48,7,153,6,594,1639,1,23,3,3pm
9409,3320,171,16,497,41,4099,2059,7,38,3,9am
9410,3325,183,9,30,0,4505,3307,7,33,3,Noon
9411,3362,228,11,150,3,4500,3572,7,35,3,3pm
9412,3365,221,9,170,0,4501,3601,7,35,3,9am
9413,3428,3,19,636,80,4160,3546,7,39,3,Noon
9414,3425,358,16,470,77,4001,3415,7,39,3,3pm
9415,3427,4,15,342,79,3870,3310,7,32,3,9am
9416,3243,20,6,42,2,3171,2814,7,39,3,Noon
9417,3226,354,11,30,7,2971,2697,7,23,3,3pm
9418,3307,166,21,218,61,1798,2742,7,39,1,9am
9419,3313,194,9,376,52,3360,1329,2,32,3,Noon
9420,3319,187,10,277,40,3471,1436,1,32,3,3pm
9421,3325,180,13,255,46,3834,1794,1,38,3,9am
9422,3435,6,17,513,87,4068,3438,7,39,3,Noon
9423,3248,14,8,60,3,3212,2805,7,39,3,3pm
9424,3232,338,13,0,0,2989,2670,7,23,3,9am
9425,3198,18,8,789,82,1959,2389,1,31,3,Noon
9426,3295,171,23,190,49,1785,2737,7,39,1,3pm
9427,3305,161,16,446,26,4051,2012,7,38,3,9am
9428,3298,176,19,342,59,4624,2590,1,33,3,Noon
9429,3343,243,7,127,3,4560,3472,7,35,3,3pm
9430,3256,26,11,60,1,3279,2812,7,39,3,9am
9431,3227,34,17,725,98,2190,2342,1,24,3,Noon
9432,3240,267,9,309,46,3007,990,1,31,3,3pm
9433,3306,181,14,134,27,3588,1549,1,32,3,9am
9434,3300,153,16,408,21,4013,1974,7,38,3,Noon
9435,3450,0,11,379,102,3993,3310,7,40,3,9am
9436,3264,22,13,67,2,3320,2804,7,39,3,Noon
9437,3247,40,11,30,5,3097,2661,7,23,3,3pm
9438,3232,109,19,218,17,1543,2491,1,30,1,9am
9439,3110,140,14,175,-3,1064,1930,1,23,1,Noon
9440,3302,150,11,313,23,3918,1879,7,38,3,3pm
9441,3458,11,14,459,110,4086,3354,7,39,3,9am
9442,3456,8,11,371,108,4008,3289,7,40,3,Noon
9443,3258,27,11,85,-1,3188,2681,7,23,3,3pm
9444,3251,25,10,0,0,3114,2635,7,23,3,9am
9445,3273,35,12,700,123,2385,2304,1,24,3,Noon
9446,3242,34,17,780,108,2239,2282,7,38,3,3pm
9447,3218,19,12,870,93,2110,2285,7,38,3,9am
9448,3183,357,16,882,166,1842,2335,1,24,3,Noon
9449,3056,356,6,283,27,1001,1224,2,23,2,3pm
9450,3066,271,10,180,26,765,1865,1,24,2,9am
9451,2935,253,8,170,19,1033,558,2,23,3,Noon
9452,3464,8,13,424,116,4075,3312,7,40,3,3pm
9453,3462,15,11,365,114,4023,3268,7,40,3,9am
9454,3299,43,15,60,-1,3479,2844,7,39,3,Noon
9455,3286,357,17,242,66,2873,2458,1,24,3,9am
9456,3217,10,12,902,200,2029,2284,7,38,3,Noon
9457,3193,354,17,942,176,1844,2240,1,24,3,3pm
9458,3066,277,9,175,6,785,1860,1,24,2,9am
9459,3102,202,13,277,17,1719,792,2,31,3,Noon
9460,3297,221,9,153,18,3757,1718,1,32,3,3pm
9461,3268,176,12,323,38,4447,2418,1,33,3,9am
9462,3265,193,14,108,7,4726,2831,1,33,3,Noon
9463,3478,18,14,511,130,4168,3358,7,40,3,3pm
9464,3260,17,9,0,0,3174,2598,7,23,3,9am
9465,3225,4,12,940,208,2068,2249,7,38,3,Noon
9466,3082,106,6,60,2,892,1766,1,23,1,3pm
9467,3065,10,9,180,31,1091,1500,2,23,2,9am
9468,3194,237,12,85,19,2156,459,1,32,3,Noon
9469,3275,201,13,342,35,3265,1226,2,32,3,3pm
9470,3257,170,13,216,25,4584,2560,1,33,3,9am
9471,3416,333,4,450,-28,4765,4194,7,35,3,Noon
9472,3479,25,13,450,131,4131,3294,7,40,3,3pm
9473,3327,36,17,90,-6,3587,2854,7,39,3,9am
9474,3281,34,10,127,0,3338,2672,7,39,3,Noon
9475,3294,354,11,492,105,2715,2305,7,24,3,3pm
9476,3297,345,10,534,115,2673,2287,7,38,3,9am
9477,3270,23,18,854,127,2330,2193,7,40,3,Noon
9478,3237,11,16,960,111,2174,2197,7,38,3,3pm
9479,3273,179,13,108,12,3482,1442,1,23,3,9am
9480,3247,186,11,95,8,4751,2732,1,33,3,Noon
9481,3318,28,20,153,6,3503,2755,7,39,3,3pm
9482,3300,5,11,488,104,2758,2287,7,38,3,9am
9483,3079,157,12,258,18,1614,806,2,31,3,Noon
9484,3244,171,12,170,12,4569,2550,1,33,3,3pm
9485,3429,329,11,446,60,4843,4308,7,38,3,9am
9486,3347,20,15,127,19,3645,2828,7,39,3,Noon
9487,3339,19,17,153,8,3594,2789,7,39,3,3pm
9488,3309,350,11,618,127,2676,2213,7,38,3,9am
9489,3307,6,17,785,143,2521,2160,7,40,3,Noon
9490,3231,71,15,0,0,1698,2708,1,29,1,3pm
9491,3086,291,6,458,57,949,1100,2,23,2,9am
9492,3166,174,20,192,0,2162,361,1,32,3,Noon
9493,3411,289,11,467,23,4841,4096,7,38,3,3pm
9494,3421,306,8,511,33,4849,4156,7,38,3,9am
9495,3512,25,12,636,164,4332,3373,7,40,3,Noon
9496,3358,28,15,95,10,3737,2866,7,39,3,3pm
9497,3312,11,14,525,107,2800,2230,7,38,3,9am
9498,3311,356,12,573,115,2759,2210,7,38,3,Noon
9499,3316,3,18,806,148,2544,2131,7,40,3,3pm
9500,3246,0,14,1027,229,2125,2161,7,24,3,9am
9501,3246,33,12,60,8,1747,2766,1,29,1,Noon
9502,3235,63,17,30,4,1690,2706,1,29,1,3pm
9503,3202,91,12,0,0,1575,2586,1,30,1,9am
9504,3196,108,12,0,0,1546,2556,1,30,1,Noon
9505,3149,123,27,60,-3,1320,2317,1,30,1,3pm
9506,3155,164,14,255,-19,2201,331,1,31,3,9am
9507,3447,330,13,458,78,4913,4362,7,38,3,Noon
9508,3369,45,15,120,21,3778,2864,7,39,3,3pm
9509,3305,92,14,85,7,3456,2610,7,23,3,9am
9510,3319,359,15,592,114,2781,2182,7,40,3,Noon
9511,3254,8,12,1071,237,2184,2112,7,38,3,3pm
9512,3253,0,13,1061,236,2163,2125,7,38,3,9am
9513,3255,356,15,1050,238,2079,2164,7,24,3,Noon
9514,3261,7,12,1106,244,2223,2077,7,38,3,3pm
9515,3261,357,14,1087,244,2143,2103,7,38,3,9am
9516,3277,357,19,1082,260,1956,2184,1,24,3,Noon
9517,2915,69,12,277,18,212,295,1,33,3,3pm
9518,3069,140,7,242,8,1513,797,2,32,3,9am
9519,3182,252,14,216,41,2725,685,2,31,3,Noon
9520,3242,164,11,120,2,3379,1347,1,23,3,3pm
9521,3392,286,8,255,28,4908,3879,7,38,3,9am
9522,3395,300,7,277,31,4911,3909,7,38,3,Noon
9523,3393,47,15,190,45,3886,2885,7,39,3,3pm
9524,3378,21,13,182,30,3786,2800,7,39,3,9am
9525,3375,24,13,180,1,3761,2780,7,39,3,Noon
9526,3354,77,16,153,11,3637,2678,7,39,3,3pm
9527,3304,102,10,60,6,3492,2563,7,23,3,9am
9528,3296,49,5,0,0,3421,2508,7,23,3,Noon
9529,3294,36,6,30,0,3397,2490,7,23,3,3pm
9530,3063,315,2,534,109,792,875,2,23,2,9am
9531,3260,290,6,108,17,4860,2860,1,32,3,Noon
9532,3300,307,5,150,16,4929,3159,7,38,3,3pm
9533,3410,47,9,190,1,3953,2908,7,39,3,9am
9534,3388,47,9,175,14,3852,2821,7,39,3,Noon
9535,3386,40,7,162,12,3827,2800,7,39,3,3pm
9536,3305,323,22,108,17,3346,2413,7,24,3,9am
9537,3274,0,13,1154,257,2145,2030,7,38,3,Noon
9538,2981,36,4,497,88,192,573,1,33,3,3pm
9539,3128,159,15,162,30,2230,242,1,31,3,9am
9540,3298,286,7,180,14,4961,3127,7,38,3,Noon
9541,3305,312,6,162,0,4956,3217,7,38,3,3pm
9542,3353,240,8,42,4,4953,3636,7,38,3,9am
9543,3366,245,10,124,10,4957,3726,7,38,3,Noon
9544,3401,69,12,150,-7,3919,2844,7,39,3,3pm
9545,3367,119,10,120,24,3721,2674,7,39,3,9am
9546,3350,349,14,319,85,3163,2244,7,40,3,Noon
9547,3047,128,8,120,21,1556,655,2,31,3,3pm
9548,3221,161,11,60,-12,3413,1392,1,23,3,9am
9549,3339,315,5,42,-2,4980,3515,7,38,3,Noon
9550,3456,323,11,458,37,5041,4234,7,38,3,3pm
9551,3369,129,9,90,-4,3763,2673,7,39,3,9am
9552,3311,72,11,30,-1,3571,2512,7,23,3,Noon
9553,3320,343,24,95,22,3430,2400,7,24,3,3pm
9554,3332,334,28,150,37,3384,2364,7,24,3,9am
9555,3291,351,14,1203,274,2038,1994,7,38,3,Noon
9556,3096,0,8,170,16,618,1620,2,23,1,3pm
9557,3072,334,9,0,0,1084,1740,1,23,2,9am
9558,3081,143,9,417,48,162,1321,2,32,3,Noon
9559,3311,336,13,228,-4,5017,3184,7,38,3,3pm
9560,3353,315,6,30,4,5013,3633,7,38,3,9am
9561,3372,296,13,85,8,5019,3753,7,38,3,Noon
9562,3411,60,8,95,2,3977,2825,7,39,3,3pm
9563,3340,336,28,134,42,3426,2358,7,24,3,9am
9564,3111,96,7,331,78,182,1167,2,32,3,Noon
9565,3049,236,17,60,8,1678,466,2,31,3,3pm
9566,3306,351,14,1261,289,1976,1945,7,38,3,9am
9567,3307,345,15,1260,290,1953,1954,7,39,3,Noon
9568,3271,335,10,201,38,4774,2791,1,32,3,3pm
9569,3321,328,14,295,5,5079,3151,7,38,3,9am
9570,3355,338,13,95,11,5070,3511,7,38,3,Noon
9571,3427,313,12,242,19,5099,3991,7,38,3,3pm
9572,3465,321,12,366,39,5125,4201,7,38,3,9am
9573,3370,340,28,162,66,3466,2310,7,40,3,Noon
9574,2897,224,30,134,63,774,558,2,13,3,3pm
9575,3204,169,10,60,1,3326,1321,2,23,3,9am
9576,3338,331,11,283,0,5103,3271,7,38,3,Noon
9577,3387,298,14,30,10,5109,3750,7,38,3,3pm
9578,3490,324,12,446,38,5179,4350,7,38,3,9am
9579,3091,74,3,180,6,1337,1505,2,23,2,Noon
9580,3099,315,9,120,22,1110,1670,2,24,2,3pm
9581,3023,95,8,30,1,1504,601,2,31,3,9am
9582,3347,323,12,295,5,5132,3300,7,38,3,Noon
9583,3358,340,14,228,16,5130,3390,7,38,3,3pm
9584,3180,212,12,297,9,2845,840,2,32,3,9am
9585,3346,331,10,350,8,5164,3240,7,38,3,Noon
9586,3401,281,15,42,7,5173,3810,7,38,3,9am
